category,factor_name,selected,importance,rank,ic_mean,icir,t_stat,p_value,adjusted_pvalue,composite_score,meaning,source_file,window
Price-Volume,VSUMD10,False,0.0088,104,-0.009568,-0.0944,-2.0607,0.039876,0.06106,0.1152,"【核心含义】
放缩量净差占比 (Volume Sum Difference)：过去10天成交量增加与减少部分的净差占比。

【运行原理】
量能多空拆解：在N天窗口内，根据当日股价的涨跌，将成交量变化拆分为“伴随上涨的增量”与“伴随下跌的增量”；
量能轧差：计算上涨增量总和与下跌增量总和的差值，得到资金追涨杀跌的“净量能”；
总基准归一化：将净量能除以这N天内所有成交量绝对变化的整体和；
资金净推力：正值代表放量上涨的良性推力，负值代表放量下跌的恶性砸盘，用于甄别资金的真实意图。",price_volume_factors,Window_2025
Price-Volume,Alpha139,False,0.0261,105,0.008968,0.0909,1.9809,0.048176,0.072264,0.1146,"【原始公式】
(-1*CORR(OPEN,VOLUME,10))

【核心含义】
国泰君安191因子体系中的 Alpha139 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,Alpha126,False,0.1558,106,,,,,,0.1113,"【原始公式】
(CLOSE+HIGH+LOW)/3

【核心含义】
国泰君安191因子体系中的 Alpha126 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,Alpha29,False,0.018,107,-0.011631,-0.0833,-1.7954,0.073235,0.10452,0.1113,"【原始公式】
(CLOSE-DELAY(CLOSE,6))/DELAY(CLOSE,6)*VOLUME

【核心含义】
国泰君安191因子体系中的 Alpha29 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,WVMA60,False,0.1081,108,0.005639,0.0733,1.6003,0.110192,0.149984,0.1103,"【核心含义】
波动加权成交量均值 (Weighted VMA)：过去60天以价格波动绝对值加权的成交量相对均值。反映大幅波动时的异常成交量特征。

【运行原理】
动能权重赋值：在N天滑动窗口内，先计算每日的价格绝对变化率（如：Abs(今日收盘/昨日收盘-1)），以此作为当日行情的“动能权重”；
量能加权：将该动能权重乘上当日的成交量，得到“价格波动加权的成交量”序列；
波动率计算：计算该加权成交量序列的标准差，并除以其均值进行无量纲化；
极端行情捕捉：该指标能极其敏感地捕捉到“巨幅震荡且伴随天量”的极端变盘日，是识别市场情绪顶底的利器。",price_volume_factors,Window_2025
Price-Volume,ROC5,False,0.0274,109,0.011464,0.0773,1.6695,0.095691,0.133967,0.1078,"【核心含义】
收益率 (Rate of Change)：过去5天的价格变动率。反映股票在5天内的动量或反转特性。

【运行原理】
基准定位：在设定的N天时间窗口中，精确定位到窗口最左侧（期初）的收盘价；
价格比对：获取窗口最右侧（当前）的最新收盘价；
变动换算：计算当前价格相对于期初价格的比值，或计算两者的差值后再除以期初价格；
动量输出：直接刻画该时间区间内整体的价格涨跌幅（动量效应），窗口逐日滑动，实时输出最新收益率。",price_volume_factors,Window_2025
Price-Volume,WVMA10,False,0.0383,110,-0.005975,-0.0849,-1.8535,0.06443,0.092855,0.1046,"【核心含义】
波动加权成交量均值 (Weighted VMA)：过去10天以价格波动绝对值加权的成交量相对均值。反映大幅波动时的异常成交量特征。

【运行原理】
动能权重赋值：在N天滑动窗口内，先计算每日的价格绝对变化率（如：Abs(今日收盘/昨日收盘-1)），以此作为当日行情的“动能权重”；
量能加权：将该动能权重乘上当日的成交量，得到“价格波动加权的成交量”序列；
波动率计算：计算该加权成交量序列的标准差，并除以其均值进行无量纲化；
极端行情捕捉：该指标能极其敏感地捕捉到“巨幅震荡且伴随天量”的极端变盘日，是识别市场情绪顶底的利器。",price_volume_factors,Window_2025
Price-Volume,Alpha95,False,0.146,111,,,,,,0.1043,"【原始公式】
STD(AMOUNT,20)

【核心含义】
国泰君安191因子体系中的 Alpha95 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,VSTD20,False,0.0103,112,-0.007579,-0.0879,-1.9148,0.056116,0.082349,0.1043,"【核心含义】
成交量波动率 (Volume STD)：过去20天成交量的相对标准差。衡量交投活跃度的稳定性。

【运行原理】
量能波动提取：在N天的滑动窗口内，计算每日成交量序列的标准差(Std)，衡量资金参与热度的极热极冷切换频率；
波动归一化：将计算出的成交量绝对标准差除以当前的最新成交量；
筹码稳定性刻画：数值越大，说明近期时而极度缩量时而放出天量，筹码极不稳定；数值越小，说明每日成交量均匀平稳，资金运作有条短不紊。",price_volume_factors,Window_2025
Price-Volume,RESI30,False,0.0696,113,-0.009244,-0.0669,-1.4601,0.144934,0.19194,0.1036,"【核心含义】
价格趋势残差 (Residual)：过去30天价格线性回归的残差相对值。衡量价格偏离其线性趋势的程度，反映短期超买或超卖。

【运行原理】
数据准备：以时间序列（1到N）作为自变量，N天内的收盘价作为因变量；
线性拟合：对这两组数据进行普通最小二乘法(OLS)线性回归，得到一条代表整体趋势的最佳拟合直线；
残差提取：计算当前最新收盘价与该拟合直线在当天的预测值之间的差值（残差 Resi）；
残差归一化：将残差除以当前的收盘价；
异动捕捉：过滤掉线性的平稳趋势后，剩下的残差反映了价格的非线性突变或异常波动（超买/超卖程度）。",price_volume_factors,Window_2025
Price-Volume,KMID,False,0.0148,114,-0.010656,-0.0742,-1.6215,0.105562,0.145024,0.1004,"【核心含义】
K线实体比例：衡量开盘与收盘之间的价格变动（实体），反映日内多空力量的净胜出程度。正值表示多头占优，负值表示空头占优。

【运行原理】
开收对比：读取单日 K 线的开盘价(open)和收盘价(close)；
实体计算：计算收盘价减去开盘价的差额，获取 K 线实体的绝对方向与长度；
无量纲转换：将实体长度除以开盘价，转化为相对于开盘的涨跌百分比；
多空定调：正值代表日内多头净胜，负值代表空头净胜，完全剔除了日内最高/最低价的极端波动干扰。",price_volume_factors,Window_2025
Price-Volume,IMIN5,False,0.1113,115,0.007928,0.0662,1.082,0.28023,0.340445,0.0965,"【核心含义】
最低价距离天数 (Index of Min)：过去5天中最低价发生在那一天。反映低点的时效性。

【运行原理】
极值寻址：在N天滑动窗口内，扫描每日最低价，定位到最小值出现的那一天；
索引提取：获取该最小值距离窗口起始位置的时间索引(IdxMin)；
时间归一化：将索引值除以窗口总长度N，转换为0到1之间的相对时间比例；
见底时间评估：数值越大说明近期刚刚创出新低，抛压仍在释放；数值越小说明低点发生在窗口初期，目前可能已企稳反弹。",price_volume_factors,Window_2025
Price-Volume,BETA5,False,0.0244,116,-0.010024,-0.0672,-1.467,0.143027,0.191136,0.0946,"【核心含义】
价格趋势斜率 (Beta/Slope)：过去5天价格序列对时间的线性回归斜率。代表价格的上涨或下跌趋势强度。

【运行原理】
数据读取：按设定的时间窗口（如5天）提取标的资产的每日收盘价序列；
线性拟合：将时间序列作为自变量，收盘价作为因变量，进行普通最小二乘法(OLS)线性回归；
斜率提取：获取该回归方程的斜率(Slope)，代表资产价格随时间的平均绝对增长率；
价格归一化：将提取出的斜率值除以当前的最新收盘价，将绝对变化率转化为无量纲的相对变化率，以消除不同高低价股位带来的尺度差异。",price_volume_factors,Window_2025
Price-Volume,RSQR20,False,0.0712,117,0.006511,0.0618,1.3496,0.177785,0.227256,0.0924,"【核心含义】
价格趋势决定系数 (R-square)：过去20天价格线性回归的R平方。衡量价格趋势的线性度（平滑度），值越大说明趋势越稳定。

【运行原理】
数据准备：以时间序列（1到N）作为自变量，N天内的收盘价作为因变量；
线性拟合：进行普通最小二乘法(OLS)线性回归；
判定系数计算：计算回归模型的决定系数 R-squared (R²)，即因变量的方差中可由自变量（时间趋势）解释的比例；
趋势平稳度评估：R² 越接近1，说明价格沿直线涨跌的趋势越平稳、噪音越小；越接近0，说明走势杂乱无章、震荡剧烈。",price_volume_factors,Window_2025
Price-Volume,VMA10,False,0.0,118,0.007779,0.0753,1.6414,0.101384,0.140599,0.0904,"【核心含义】
成交量移动平均 (Volume MA)：过去10天的成交量移动平均相对当前成交量的比值。反映成交量的近期均值回归状态。

【运行原理】
成交量聚合：在设定的N天时间窗口内，收集每一天的成交量(volume)；
均量计算：对窗口内的所有成交量求简单算术平均数(Mean)，得到该周期的平均换手水平；
放缩量换算：将计算出的移动平均成交量除以当前的最新成交量（分母加极小值防报错）；
量能异动评估：结果若远小于1，说明当日剧烈放量；若大于1，说明当日缩量。用于判断当前交投活跃度相较于历史均值的异动情况。",price_volume_factors,Window_2025
Price-Volume,VSTD30,False,0.0192,119,-0.006553,-0.0699,-1.5233,0.128355,0.173103,0.087,"【核心含义】
成交量波动率 (Volume STD)：过去30天成交量的相对标准差。衡量交投活跃度的稳定性。

【运行原理】
量能波动提取：在N天的滑动窗口内，计算每日成交量序列的标准差(Std)，衡量资金参与热度的极热极冷切换频率；
波动归一化：将计算出的成交量绝对标准差除以当前的最新成交量；
筹码稳定性刻画：数值越大，说明近期时而极度缩量时而放出天量，筹码极不稳定；数值越小，说明每日成交量均匀平稳，资金运作有条短不紊。",price_volume_factors,Window_2025
Price-Volume,Alpha65,False,0.0157,120,0.009209,0.0617,1.344,0.179596,0.227591,0.0851,"【原始公式】
MEAN(CLOSE,6)/CLOSE

【核心含义】
国泰君安191因子体系中的 Alpha65 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,RSQR10,False,0.0165,121,0.006545,0.0657,1.4354,0.151828,0.199274,0.0825,"【核心含义】
价格趋势决定系数 (R-square)：过去10天价格线性回归的R平方。衡量价格趋势的线性度（平滑度），值越大说明趋势越稳定。

【运行原理】
数据准备：以时间序列（1到N）作为自变量，N天内的收盘价作为因变量；
线性拟合：进行普通最小二乘法(OLS)线性回归；
判定系数计算：计算回归模型的决定系数 R-squared (R²)，即因变量的方差中可由自变量（时间趋势）解释的比例；
趋势平稳度评估：R² 越接近1，说明价格沿直线涨跌的趋势越平稳、噪音越小；越接近0，说明走势杂乱无章、震荡剧烈。",price_volume_factors,Window_2025
Price-Volume,Alpha75,False,0.1131,122,,,,,,0.0808,"【原始公式】
BANCHMARKINDEXCLOSE<BANCHMARKINDEXOPEN,50)/COUNT(BANCHMARKINDEXCLOSE<BANCHMARKIN DEXOPEN,50)

【核心含义】
国泰君安191因子体系中的 Alpha75 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,RSQR5,False,0.0059,123,0.006289,0.0652,1.4231,0.155362,0.202108,0.0787,"【核心含义】
价格趋势决定系数 (R-square)：过去5天价格线性回归的R平方。衡量价格趋势的线性度（平滑度），值越大说明趋势越稳定。

【运行原理】
数据准备：以时间序列（1到N）作为自变量，N天内的收盘价作为因变量；
线性拟合：进行普通最小二乘法(OLS)线性回归；
判定系数计算：计算回归模型的决定系数 R-squared (R²)，即因变量的方差中可由自变量（时间趋势）解释的比例；
趋势平稳度评估：R² 越接近1，说明价格沿直线涨跌的趋势越平稳、噪音越小；越接近0，说明走势杂乱无章、震荡剧烈。",price_volume_factors,Window_2025
Price-Volume,CORR60,False,0.1835,124,-0.003044,-0.0249,-0.5434,0.587094,0.63928,0.077,"【核心含义】
量价相关性 (Correlation)：过去60天价格与成交量的相关系数。反映'量增价涨'或'量缩价跌'等量价配合关系的紧密程度。

【运行原理】
序列提取：在设定的N天滑动窗口内，同步截取每日的收盘价序列与成交量序列；
相关性计算：直接对这两个原始绝对值序列计算皮尔逊相关系数(Pearson Correlation)；
状态输出：生成-1到1之间的系数，无需去均值或对数化，用于最直观地评估当前区间内价格高低与成交量大小之间的线性同步程度。",price_volume_factors,Window_2025
Price-Volume,KLOW2,False,0.0022,125,0.006141,0.0624,1.362,0.173856,0.224183,0.0748,"【核心含义】
K线下影线占全天振幅比例：下影线长度在全天振幅中的占比，值越大说明下方支撑越强，空头杀跌失败。

【运行原理】
形态截取：获取当日的收盘价(close)和最低价(low)；
下影线（或实体下部）计算：计算两者之间的绝对差值，代表价格从日内低点被拉回（或砸下）的空间；
比例换算：将该差值除以当日开盘价(open)进行标准化；
支撑测试：该指标用于刻画下方买盘的承接力度，数值越大说明日内探底回升的动作越明显。",price_volume_factors,Window_2025
Price-Volume,CNTP5,False,0.0163,126,-0.006433,-0.0562,-1.2099,0.226944,0.282718,0.0726,"【核心含义】
上涨天数占比 (Count Positive)：过去5天中收益率为正的天数占比。反映多头占据优势的交易日频率。

【运行原理】
涨势识别：逐日对比过去N天收盘价与前一交易日收盘价，提取出“当日收盘价 > 前日收盘价”的阳线（上涨日）并标记为1，其余为0；
概率统计：对该布尔序列在时间窗口内求均值，得出上涨交易日所占的百分比；
情绪刻画：数值越接近1，表明区间内股票连涨天数越多，市场处于强势的多头逼空状态或极度乐观情绪中。",price_volume_factors,Window_2025
Price-Volume,Alpha14,False,0.0755,127,-0.00571,-0.039,-0.8436,0.399348,0.473421,0.0697,"【原始公式】
CLOSE-DELAY(CLOSE,5)

【核心含义】
国泰君安191因子体系中的 Alpha14 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,IMXD5,False,0.005,128,-0.006721,-0.0502,-1.0651,0.287411,0.346307,0.0643,"【核心含义】
高低点极值距离 (Index Distance)：过去5天内最高价和最低价发生天数的差值。反映趋势的运行节奏和周期。

【运行原理】
高点寻址：在N天窗口内找到最高价所在的时间索引(IdxMax)；
低点寻址：在同一窗口内找到最低价所在的时间索引(IdxMin)；
时差计算：将高点索引减去低点索引，得出极值点之间的时间跨度；
跨度归一化：将时间跨度除以窗口长度N；
趋势形态判定：正值表示“先见底后见顶”（上升趋势），负值表示“先见顶后见底”（下降趋势），绝对值大小代表趋势持续的时间跨度。",price_volume_factors,Window_2025
Price-Volume,Alpha178,False,0.0368,129,-0.0055,-0.0404,-0.8796,0.379506,0.453556,0.061,"【原始公式】
(CLOSE-DELAY(CLOSE,1))/DELAY(CLOSE,1)*VOLUME

【核心含义】
国泰君安191因子体系中的 Alpha178 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,VMA5,False,0.0,130,0.004962,0.0498,1.0851,0.278412,0.340445,0.0593,"【核心含义】
成交量移动平均 (Volume MA)：过去5天的成交量移动平均相对当前成交量的比值。反映成交量的近期均值回归状态。

【运行原理】
成交量聚合：在设定的N天时间窗口内，收集每一天的成交量(volume)；
均量计算：对窗口内的所有成交量求简单算术平均数(Mean)，得到该周期的平均换手水平；
放缩量换算：将计算出的移动平均成交量除以当前的最新成交量（分母加极小值防报错）；
量能异动评估：结果若远小于1，说明当日剧烈放量；若大于1，说明当日缩量。用于判断当前交投活跃度相较于历史均值的异动情况。",price_volume_factors,Window_2025
Price-Volume,Alpha3,False,0.0462,131,-0.004976,-0.0362,-0.7914,0.42911,0.500628,0.0582,"【原始公式】
SUM((CLOSE=DELAY(CLOSE,1)?0:CLOSE-(CLOSE>DELAY(CLOSE,1)?MIN(LOW,DELAY(CLOSE,1)):MAX(HIGH,DELAY(CLOSE,1)))),6)

【核心含义】
国泰君安191因子体系中的 Alpha3 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,RESI20,False,0.0794,132,-0.003844,-0.0264,-0.5764,0.564605,0.626193,0.0544,"【核心含义】
价格趋势残差 (Residual)：过去20天价格线性回归的残差相对值。衡量价格偏离其线性趋势的程度，反映短期超买或超卖。

【运行原理】
数据准备：以时间序列（1到N）作为自变量，N天内的收盘价作为因变量；
线性拟合：对这两组数据进行普通最小二乘法(OLS)线性回归，得到一条代表整体趋势的最佳拟合直线；
残差提取：计算当前最新收盘价与该拟合直线在当天的预测值之间的差值（残差 Resi）；
残差归一化：将残差除以当前的收盘价；
异动捕捉：过滤掉线性的平稳趋势后，剩下的残差反映了价格的非线性突变或异常波动（超买/超卖程度）。",price_volume_factors,Window_2025
Price-Volume,IMAX5,False,0.0477,133,-0.004481,-0.0374,-0.6983,0.485468,0.556616,0.054,"【核心含义】
最高价距离天数 (Index of Max)：过去5天中最高价发生在那一天（距离当前的倒数天数）。反映高点的时效性。

【运行原理】
极值寻址：在设定的N天时间窗口内，扫描每日的最高价，定位到最大值出现的那一天；
索引提取：获取该最大值所在天数距离当前窗口起始点的索引位置(IdxMax)；
时间归一化：将该位置索引除以窗口总长度N；
动能衰减评估：结果越接近1，说明创出新高的时间越近（近期动能强）；越接近0，说明高点在窗口早期，当前处于长期回调中。",price_volume_factors,Window_2025
Price-Volume,WVMA20,False,0.085,134,0.001945,0.026,0.5672,0.570815,0.626193,0.0506,"【核心含义】
波动加权成交量均值 (Weighted VMA)：过去20天以价格波动绝对值加权的成交量相对均值。反映大幅波动时的异常成交量特征。

【运行原理】
动能权重赋值：在N天滑动窗口内，先计算每日的价格绝对变化率（如：Abs(今日收盘/昨日收盘-1)），以此作为当日行情的“动能权重”；
量能加权：将该动能权重乘上当日的成交量，得到“价格波动加权的成交量”序列；
波动率计算：计算该加权成交量序列的标准差，并除以其均值进行无量纲化；
极端行情捕捉：该指标能极其敏感地捕捉到“巨幅震荡且伴随天量”的极端变盘日，是识别市场情绪顶底的利器。",price_volume_factors,Window_2025
Price-Volume,CNTN20,False,0.0409,135,-0.004173,-0.0299,-0.652,0.514732,0.582043,0.0489,"【核心含义】
下跌天数占比 (Count Negative)：过去20天中收益率为负的天数占比。反映空头占据优势的交易日频率。

【运行原理】
跌势识别：逐日对比过去N天的收盘价与前一交易日收盘价，仅对“当日收盘价 < 前日收盘价”的交易日进行布尔标记（True为1，False为0）；
概率统计：在滑动窗口内对布尔序列求均值，计算出该区间内阴线（下跌日）出现的相对比例；
情绪刻画：数值越接近1，说明该区间内股票几乎每天都在下跌，反映出极强的空头压制与市场悲观情绪。",price_volume_factors,Window_2025
Price-Volume,RANK10,False,0.0188,136,-0.004933,-0.0343,-0.7179,0.473199,0.547719,0.0482,"【核心含义】
价格相对排位 (Rank)：当前价格在过去10天价格中的百分比排位。反映当前处于近期波动区间的什么水平。

【运行原理】
数据收集：在N天的滑动窗口内，收集每日的收盘价；
截面排序：将当前的最新收盘价与窗口内历史所有收盘价进行大小比对；
分位数换算：计算当前价格在历史序列中所处的百分比排名(Rank)；
相对强弱定性：结果在0到1之间，1表示当前创出新高，0表示创出新低，用于判断当前价格在近期波动区间内的相对身位。",price_volume_factors,Window_2025
Price-Volume,CNTN5,False,0.008,137,-0.004519,-0.0368,-0.795,0.427036,0.500628,0.0477,"【核心含义】
下跌天数占比 (Count Negative)：过去5天中收益率为负的天数占比。反映空头占据优势的交易日频率。

【运行原理】
跌势识别：逐日对比过去N天的收盘价与前一交易日收盘价，仅对“当日收盘价 < 前日收盘价”的交易日进行布尔标记（True为1，False为0）；
概率统计：在滑动窗口内对布尔序列求均值，计算出该区间内阴线（下跌日）出现的相对比例；
情绪刻画：数值越接近1，说明该区间内股票几乎每天都在下跌，反映出极强的空头压制与市场悲观情绪。",price_volume_factors,Window_2025
Price-Volume,CNTD60,False,0.0651,138,,,,,,0.0465,"【核心含义】
涨跌天数差值 (Count Difference)：过去60天中上涨天数与下跌天数占比的差值。直接反映多空天数力量对比。

【运行原理】
涨跌识别：逐日对比过去N天的收盘价与前一交易日收盘价，分别标记为上涨日和下跌日；
频率统计：在设定窗口内，分别计算上涨日出现的平均概率（多头占比）和下跌日出现的平均概率（空头占比）；
净胜计算：将上涨概率减去下跌概率，得出多空双方在此区间的“净胜频次占比”；
特征输出：正值说明多头占优，负值说明空头占优，每日随着窗口前移而动态更新。",price_volume_factors,Window_2025
Price-Volume,RSV10,False,0.0163,139,-0.004652,-0.0317,-0.6933,0.488459,0.556616,0.0457,"【核心含义】
未成熟随机值 (Raw Stochastic Value)：KDJ指标的计算基础，(当前价-最低价)/(最高价-最低价)，反映当前价格在过去10天极值区间的相对强弱。

【运行原理】
极值扫描：在N天滑动窗口内，同时找出全局最高价(Max)和全局最低价(Min)，确定该区间的绝对波动范围；
相对位置计算：计算当前最新收盘价减去全局最低价的差额；
KD基石换算：将该差额除以总波动范围（最高价-最低价），得到未成熟随机值(RSV)；
超买超卖界定：结果在0到1之间，直观标定当前价格处于近期波动箱体的什么水位（如0.8以上为超买区，0.2以下为超卖区）。",price_volume_factors,Window_2025
Price-Volume,Alpha97,False,0.0628,140,,,,,,0.0448,"【原始公式】
STD(VOLUME,10)

【核心含义】
国泰君安191因子体系中的 Alpha97 因子。具体业务含义参考原始研报公式解析。",price_volume_factors,Window_2025
Price-Volume,SUMN5,False,0.0167,141,0.004087,0.0282,0.6164,0.537946,0.603649,0.041,"【核心含义】
负收益绝对值占比 (Sum Negative)：过去5天中所有负收益之和占总绝对收益的比例。反映空头砸盘的绝对力量。

【运行原理】
空头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出下跌交易日（今日收盘<昨日收盘）的下跌绝对点数；
空头动能累加：将这N天内的所有下跌点数进行求和；
基准归一化：将空头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
空方势能评估：结果在0到1之间，数值越大说明区间内空头杀跌的力度在总波动中占据绝对主导。",price_volume_factors,Window_2025
Price-Volume,RESI5,False,0.0271,142,-0.003669,-0.0262,-0.5714,0.568007,0.626193,0.0406,"【核心含义】
价格趋势残差 (Residual)：过去5天价格线性回归的残差相对值。衡量价格偏离其线性趋势的程度，反映短期超买或超卖。

【运行原理】
数据准备：以时间序列（1到N）作为自变量，N天内的收盘价作为因变量；
线性拟合：对这两组数据进行普通最小二乘法(OLS)线性回归，得到一条代表整体趋势的最佳拟合直线；
残差提取：计算当前最新收盘价与该拟合直线在当天的预测值之间的差值（残差 Resi）；
残差归一化：将残差除以当前的收盘价；
异动捕捉：过滤掉线性的平稳趋势后，剩下的残差反映了价格的非线性突变或异常波动（超买/超卖程度）。",price_volume_factors,Window_2025
Price-Volume,RANK5,False,0.0534,143,0.002661,0.0192,0.3675,0.713425,0.7655,0.0362,"【核心含义】
价格相对排位 (Rank)：当前价格在过去5天价格中的百分比排位。反映当前处于近期波动区间的什么水平。

【运行原理】
数据收集：在N天的滑动窗口内，收集每日的收盘价；
截面排序：将当前的最新收盘价与窗口内历史所有收盘价进行大小比对；
分位数换算：计算当前价格在历史序列中所处的百分比排名(Rank)；
相对强弱定性：结果在0到1之间，1表示当前创出新高，0表示创出新低，用于判断当前价格在近期波动区间内的相对身位。",price_volume_factors,Window_2025
Price-Volume,WVMA30,False,0.0656,144,-0.001149,-0.0161,-0.3524,0.724684,0.771946,0.0345,"【核心含义】
波动加权成交量均值 (Weighted VMA)：过去30天以价格波动绝对值加权的成交量相对均值。反映大幅波动时的异常成交量特征。

【运行原理】
动能权重赋值：在N天滑动窗口内，先计算每日的价格绝对变化率（如：Abs(今日收盘/昨日收盘-1)），以此作为当日行情的“动能权重”；
量能加权：将该动能权重乘上当日的成交量，得到“价格波动加权的成交量”序列；
波动率计算：计算该加权成交量序列的标准差，并除以其均值进行无量纲化；
极端行情捕捉：该指标能极其敏感地捕捉到“巨幅震荡且伴随天量”的极端变盘日，是识别市场情绪顶底的利器。",price_volume_factors,Window_2025
Price-Volume,RESI10,False,0.0486,145,-0.002107,-0.0146,-0.319,0.749866,0.793024,0.0312,"【核心含义】
价格趋势残差 (Residual)：过去10天价格线性回归的残差相对值。衡量价格偏离其线性趋势的程度，反映短期超买或超卖。

【运行原理】
数据准备：以时间序列（1到N）作为自变量，N天内的收盘价作为因变量；
线性拟合：对这两组数据进行普通最小二乘法(OLS)线性回归，得到一条代表整体趋势的最佳拟合直线；
残差提取：计算当前最新收盘价与该拟合直线在当天的预测值之间的差值（残差 Resi）；
残差归一化：将残差除以当前的收盘价；
异动捕捉：过滤掉线性的平稳趋势后，剩下的残差反映了价格的非线性突变或异常波动（超买/超卖程度）。",price_volume_factors,Window_2025
Price-Volume,SUMD60,False,0.0346,146,,,,,,0.0247,"【核心含义】
多空收益差占比 (Sum Difference)：过去60天中多头与空头收益绝对量之和的差值占比。反映区间内多空绝对力量的净差。

【运行原理】
涨跌拆解：在N天窗口内，计算每一天的价格变化绝对值，并区分出上涨日的变化量总和与下跌日的变化量总和；
多空轧差：将上涨总和减去下跌总和，得到多空双方博弈后的“净动能”；
基准归一化：将净动能除以这N天内所有价格变化绝对值的总和；
净势能输出：结果在-1到1之间，类似于 RSI 的变体，正值代表多头主导的上涨趋势，负值代表空头主导的下跌趋势。",price_volume_factors,Window_2025
Price-Volume,MA60,False,0.0344,147,,,,,,0.0246,"【核心含义】
移动平均 (Moving Average)：过去60天的价格移动平均相对当前价格的比值。反映短期均线乖离率，常用于均线回归或趋势判断。

【运行原理】
窗口聚合：在设定的N天时间窗口内，收集每一天的收盘价；
均值计算：对窗口内的所有收盘价求简单算术平均数(Mean)，得到该周期的移动平均线点位；
乖离率换算：将计算出的移动平均值除以当前的最新收盘价；
偏离度评估：结果大于1代表价格跌破均线（超卖或下行），小于1代表价格在均线上方（超买或上行），反映了短期价格相对均值中枢的偏离状态。",price_volume_factors,Window_2025
Price-Volume,CNTN30,False,0.0294,148,-0.001839,-0.0124,-0.2712,0.786333,0.819794,0.0237,"【核心含义】
下跌天数占比 (Count Negative)：过去30天中收益率为负的天数占比。反映空头占据优势的交易日频率。

【运行原理】
跌势识别：逐日对比过去N天的收盘价与前一交易日收盘价，仅对“当日收盘价 < 前日收盘价”的交易日进行布尔标记（True为1，False为0）；
概率统计：在滑动窗口内对布尔序列求均值，计算出该区间内阴线（下跌日）出现的相对比例；
情绪刻画：数值越接近1，说明该区间内股票几乎每天都在下跌，反映出极强的空头压制与市场悲观情绪。",price_volume_factors,Window_2025
Price-Volume,RANK20,False,0.0325,149,,,,,,0.0232,"【核心含义】
价格相对排位 (Rank)：当前价格在过去20天价格中的百分比排位。反映当前处于近期波动区间的什么水平。

【运行原理】
数据收集：在N天的滑动窗口内，收集每日的收盘价；
截面排序：将当前的最新收盘价与窗口内历史所有收盘价进行大小比对；
分位数换算：计算当前价格在历史序列中所处的百分比排名(Rank)；
相对强弱定性：结果在0到1之间，1表示当前创出新高，0表示创出新低，用于判断当前价格在近期波动区间内的相对身位。",price_volume_factors,Window_2025
Price-Volume,WVMA5,False,0.0107,150,-0.001194,-0.0182,-0.398,0.690782,0.746654,0.0229,"【核心含义】
波动加权成交量均值 (Weighted VMA)：过去5天以价格波动绝对值加权的成交量相对均值。反映大幅波动时的异常成交量特征。

【运行原理】
动能权重赋值：在N天滑动窗口内，先计算每日的价格绝对变化率（如：Abs(今日收盘/昨日收盘-1)），以此作为当日行情的“动能权重”；
量能加权：将该动能权重乘上当日的成交量，得到“价格波动加权的成交量”序列；
波动率计算：计算该加权成交量序列的标准差，并除以其均值进行无量纲化；
极端行情捕捉：该指标能极其敏感地捕捉到“巨幅震荡且伴随天量”的极端变盘日，是识别市场情绪顶底的利器。",price_volume_factors,Window_2025
Price-Volume,SUMP60,False,0.0307,151,,,,,,0.022,"【核心含义】
正收益绝对值占比 (Sum Positive)：过去60天中所有正收益之和占总绝对收益的比例。反映多头拉升的绝对力量（类似RSI的核心思想）。

【运行原理】
多头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出上涨交易日（今日收盘>昨日收盘）的上涨绝对点数；
多头动能累加：将这N天内的所有上涨点数进行求和；
基准归一化：将多头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
多方势能评估：结果在0到1之间，本质上是经典的相对强弱指标(RSI)的计算内核，反映多头在整体波动中的支配地位。",price_volume_factors,Window_2025
Price-Volume,VWAP0,False,0.0519,152,0.000711,0.0053,0.1163,0.907479,0.919297,0.0198,"【核心含义】
相对收盘的均价：衡量全天成交均价相对于收盘价的位置，用于判断收盘价是高于还是低于全天平均成本。

【运行原理】
均价提取：获取当前交易日的成交量加权平均价(VWAP)，该价格代表了全天所有买卖单的真实平均建仓成本；
收盘比对：获取当日的最终收盘价(close)；
折溢价换算：将 VWAP 直接除以收盘价；
日内盈亏评估：若结果大于1，说明收盘价跌破了全天均价，日内入场的大部分资金处于浮亏状态（偏空）；若小于1，则大部分资金实现浮盈（偏多）。",price_volume_factors,Window_2025
