category,factor_name,selected,direction,direction_consistency,composite_score,n_windows_selected,total_windows,earliest_selected_window,meaning,source_file
Price-Volume,KLOW2,False,,,0.0446,0,3,,"【核心含义】
K线下影线占全天振幅比例：下影线长度在全天振幅中的占比，值越大说明下方支撑越强，空头杀跌失败。

【运行原理】
形态截取：获取当日的收盘价(close)和最低价(low)；
下影线（或实体下部）计算：计算两者之间的绝对差值，代表价格从日内低点被拉回（或砸下）的空间；
比例换算：将该差值除以当日开盘价(open)进行标准化；
支撑测试：该指标用于刻画下方买盘的承接力度，数值越大说明日内探底回升的动作越明显。",price_volume_factors
Price-Volume,KMID2,False,,,0.0439,0,3,,"【核心含义】
K线实体占振幅比例：衡量K线实体占全天总振幅的比例，体现趋势的坚决程度。值越接近1说明趋势越单边。

【运行原理】
开收对比：读取单日 K 线的开盘价(open)和收盘价(close)；
实体计算：计算收盘价减去开盘价的差额，获取 K 线实体的绝对方向与长度；
无量纲转换：将实体长度除以开盘价，转化为相对于开盘的涨跌百分比；
多空定调：正值代表日内多头净胜，负值代表空头净胜，完全剔除了日内最高/最低价的极端波动干扰。",price_volume_factors
Price-Volume,CNTN5,False,,,0.0422,0,3,,"【核心含义】
下跌天数占比 (Count Negative)：过去5天中收益率为负的天数占比。反映空头占据优势的交易日频率。

【运行原理】
跌势识别：逐日对比过去N天的收盘价与前一交易日收盘价，仅对“当日收盘价 < 前日收盘价”的交易日进行布尔标记（True为1，False为0）；
概率统计：在滑动窗口内对布尔序列求均值，计算出该区间内阴线（下跌日）出现的相对比例；
情绪刻画：数值越接近1，说明该区间内股票几乎每天都在下跌，反映出极强的空头压制与市场悲观情绪。",price_volume_factors
Price-Volume,ROC5,False,,,0.0406,0,3,,"【核心含义】
收益率 (Rate of Change)：过去5天的价格变动率。反映股票在5天内的动量或反转特性。

【运行原理】
基准定位：在设定的N天时间窗口中，精确定位到窗口最左侧（期初）的收盘价；
价格比对：获取窗口最右侧（当前）的最新收盘价；
变动换算：计算当前价格相对于期初价格的比值，或计算两者的差值后再除以期初价格；
动量输出：直接刻画该时间区间内整体的价格涨跌幅（动量效应），窗口逐日滑动，实时输出最新收益率。",price_volume_factors
Price-Volume,WVMA5,False,,,0.0388,0,3,,"【核心含义】
波动加权成交量均值 (Weighted VMA)：过去5天以价格波动绝对值加权的成交量相对均值。反映大幅波动时的异常成交量特征。

【运行原理】
动能权重赋值：在N天滑动窗口内，先计算每日的价格绝对变化率（如：Abs(今日收盘/昨日收盘-1)），以此作为当日行情的“动能权重”；
量能加权：将该动能权重乘上当日的成交量，得到“价格波动加权的成交量”序列；
波动率计算：计算该加权成交量序列的标准差，并除以其均值进行无量纲化；
极端行情捕捉：该指标能极其敏感地捕捉到“巨幅震荡且伴随天量”的极端变盘日，是识别市场情绪顶底的利器。",price_volume_factors
Price-Volume,Alpha65,False,,,0.0349,0,3,,"【原始公式】
MEAN(CLOSE,6)/CLOSE

【核心含义】
国泰君安191因子体系中的 Alpha65 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,CNTD20,False,,,0.0324,0,3,,"【核心含义】
涨跌天数差值 (Count Difference)：过去20天中上涨天数与下跌天数占比的差值。直接反映多空天数力量对比。

【运行原理】
涨跌识别：逐日对比过去N天的收盘价与前一交易日收盘价，分别标记为上涨日和下跌日；
频率统计：在设定窗口内，分别计算上涨日出现的平均概率（多头占比）和下跌日出现的平均概率（空头占比）；
净胜计算：将上涨概率减去下跌概率，得出多空双方在此区间的“净胜频次占比”；
特征输出：正值说明多头占优，负值说明空头占优，每日随着窗口前移而动态更新。",price_volume_factors
Price-Volume,SUMP5,False,,,0.0322,0,3,,"【核心含义】
正收益绝对值占比 (Sum Positive)：过去5天中所有正收益之和占总绝对收益的比例。反映多头拉升的绝对力量（类似RSI的核心思想）。

【运行原理】
多头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出上涨交易日（今日收盘>昨日收盘）的上涨绝对点数；
多头动能累加：将这N天内的所有上涨点数进行求和；
基准归一化：将多头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
多方势能评估：结果在0到1之间，本质上是经典的相对强弱指标(RSI)的计算内核，反映多头在整体波动中的支配地位。",price_volume_factors
Price-Volume,Alpha88,False,,,0.0318,0,3,,"【原始公式】
(CLOSE-DELAY(CLOSE,20))/DELAY(CLOSE,20)*100

【核心含义】
国泰君安191因子体系中的 Alpha88 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,SUMD60,False,,,0.03,0,3,,"【核心含义】
多空收益差占比 (Sum Difference)：过去60天中多头与空头收益绝对量之和的差值占比。反映区间内多空绝对力量的净差。

【运行原理】
涨跌拆解：在N天窗口内，计算每一天的价格变化绝对值，并区分出上涨日的变化量总和与下跌日的变化量总和；
多空轧差：将上涨总和减去下跌总和，得到多空双方博弈后的“净动能”；
基准归一化：将净动能除以这N天内所有价格变化绝对值的总和；
净势能输出：结果在-1到1之间，类似于 RSI 的变体，正值代表多头主导的上涨趋势，负值代表空头主导的下跌趋势。",price_volume_factors
Price-Volume,SUMP60,False,,,0.0252,0,3,,"【核心含义】
正收益绝对值占比 (Sum Positive)：过去60天中所有正收益之和占总绝对收益的比例。反映多头拉升的绝对力量（类似RSI的核心思想）。

【运行原理】
多头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出上涨交易日（今日收盘>昨日收盘）的上涨绝对点数；
多头动能累加：将这N天内的所有上涨点数进行求和；
基准归一化：将多头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
多方势能评估：结果在0到1之间，本质上是经典的相对强弱指标(RSI)的计算内核，反映多头在整体波动中的支配地位。",price_volume_factors
Price-Volume,MA30,False,,,0.0239,0,3,,"【核心含义】
移动平均 (Moving Average)：过去30天的价格移动平均相对当前价格的比值。反映短期均线乖离率，常用于均线回归或趋势判断。

【运行原理】
窗口聚合：在设定的N天时间窗口内，收集每一天的收盘价；
均值计算：对窗口内的所有收盘价求简单算术平均数(Mean)，得到该周期的移动平均线点位；
乖离率换算：将计算出的移动平均值除以当前的最新收盘价；
偏离度评估：结果大于1代表价格跌破均线（超卖或下行），小于1代表价格在均线上方（超买或上行），反映了短期价格相对均值中枢的偏离状态。",price_volume_factors
Price-Volume,ROC20,False,,,0.022,0,3,,"【核心含义】
收益率 (Rate of Change)：过去20天的价格变动率。反映股票在20天内的动量或反转特性。

【运行原理】
基准定位：在设定的N天时间窗口中，精确定位到窗口最左侧（期初）的收盘价；
价格比对：获取窗口最右侧（当前）的最新收盘价；
变动换算：计算当前价格相对于期初价格的比值，或计算两者的差值后再除以期初价格；
动量输出：直接刻画该时间区间内整体的价格涨跌幅（动量效应），窗口逐日滑动，实时输出最新收益率。",price_volume_factors
Price-Volume,CNTD10,False,,,0.0158,0,3,,"【核心含义】
涨跌天数差值 (Count Difference)：过去10天中上涨天数与下跌天数占比的差值。直接反映多空天数力量对比。

【运行原理】
涨跌识别：逐日对比过去N天的收盘价与前一交易日收盘价，分别标记为上涨日和下跌日；
频率统计：在设定窗口内，分别计算上涨日出现的平均概率（多头占比）和下跌日出现的平均概率（空头占比）；
净胜计算：将上涨概率减去下跌概率，得出多空双方在此区间的“净胜频次占比”；
特征输出：正值说明多头占优，负值说明空头占优，每日随着窗口前移而动态更新。",price_volume_factors
Price-Volume,SUMD30,False,,,0.0148,0,3,,"【核心含义】
多空收益差占比 (Sum Difference)：过去30天中多头与空头收益绝对量之和的差值占比。反映区间内多空绝对力量的净差。

【运行原理】
涨跌拆解：在N天窗口内，计算每一天的价格变化绝对值，并区分出上涨日的变化量总和与下跌日的变化量总和；
多空轧差：将上涨总和减去下跌总和，得到多空双方博弈后的“净动能”；
基准归一化：将净动能除以这N天内所有价格变化绝对值的总和；
净势能输出：结果在-1到1之间，类似于 RSI 的变体，正值代表多头主导的上涨趋势，负值代表空头主导的下跌趋势。",price_volume_factors
Price-Volume,QTLU10,False,,,0.0147,0,3,,"【核心含义】
区间上分位数 (Quantile Up)：过去10天价格的80%分位数相对当前价格的比值。类似布林带上轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
高位分位提取：提取位于 80% 分位点(0.8)的收盘价，作为该区间的“稳健压力位”（剔除了极端的单日最高价干扰）；
归一化处理：将该80%分位价格除以当前的最新收盘价；
上行阻力评估：衡量当前价格距离近期筹码高位密集区的距离，评估向上突破需要克服的阻力大小。",price_volume_factors
Price-Volume,KSFT,False,,,0.0137,0,3,,"【核心含义】
K线重心偏移比例：衡量收盘价在日内波动区间的相对位置（2*收盘-最高-最低），反映日内最终的偏向。

【运行原理】
中枢计算：获取当日的最高价、最低价和收盘价，(2*收盘价 - 最高价 - 最低价) 相当于评估收盘价在全天振幅(High-Low)中的相对偏移位置（偏移重心的两倍）；
相对基准：将上述偏移量除以当日开盘价(open)；
重心偏移度：用于刻画最终收盘时，多空力量将价格推离日内均衡中枢的程度，正值偏多，负值偏空。",price_volume_factors
Price-Volume,RSV20,False,,,0.013,0,3,,"【核心含义】
未成熟随机值 (Raw Stochastic Value)：KDJ指标的计算基础，(当前价-最低价)/(最高价-最低价)，反映当前价格在过去20天极值区间的相对强弱。

【运行原理】
极值扫描：在N天滑动窗口内，同时找出全局最高价(Max)和全局最低价(Min)，确定该区间的绝对波动范围；
相对位置计算：计算当前最新收盘价减去全局最低价的差额；
KD基石换算：将该差额除以总波动范围（最高价-最低价），得到未成熟随机值(RSV)；
超买超卖界定：结果在0到1之间，直观标定当前价格处于近期波动箱体的什么水位（如0.8以上为超买区，0.2以下为超卖区）。",price_volume_factors
Price-Volume,Alpha31,False,,,0.0125,0,3,,"【原始公式】
LOSE-MEAN(CLOSE,12))/MEAN(CLOSE,12)*100

【核心含义】
国泰君安191因子体系中的 Alpha31 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,SUMD20,False,,,0.0109,0,3,,"【核心含义】
多空收益差占比 (Sum Difference)：过去20天中多头与空头收益绝对量之和的差值占比。反映区间内多空绝对力量的净差。

【运行原理】
涨跌拆解：在N天窗口内，计算每一天的价格变化绝对值，并区分出上涨日的变化量总和与下跌日的变化量总和；
多空轧差：将上涨总和减去下跌总和，得到多空双方博弈后的“净动能”；
基准归一化：将净动能除以这N天内所有价格变化绝对值的总和；
净势能输出：结果在-1到1之间，类似于 RSI 的变体，正值代表多头主导的上涨趋势，负值代表空头主导的下跌趋势。",price_volume_factors
Price-Volume,MA20,False,,,0.0101,0,3,,"【核心含义】
移动平均 (Moving Average)：过去20天的价格移动平均相对当前价格的比值。反映短期均线乖离率，常用于均线回归或趋势判断。

【运行原理】
窗口聚合：在设定的N天时间窗口内，收集每一天的收盘价；
均值计算：对窗口内的所有收盘价求简单算术平均数(Mean)，得到该周期的移动平均线点位；
乖离率换算：将计算出的移动平均值除以当前的最新收盘价；
偏离度评估：结果大于1代表价格跌破均线（超卖或下行），小于1代表价格在均线上方（超买或上行），反映了短期价格相对均值中枢的偏离状态。",price_volume_factors
Price-Volume,SUMN10,False,,,0.0099,0,3,,"【核心含义】
负收益绝对值占比 (Sum Negative)：过去10天中所有负收益之和占总绝对收益的比例。反映空头砸盘的绝对力量。

【运行原理】
空头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出下跌交易日（今日收盘<昨日收盘）的下跌绝对点数；
空头动能累加：将这N天内的所有下跌点数进行求和；
基准归一化：将空头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
空方势能评估：结果在0到1之间，数值越大说明区间内空头杀跌的力度在总波动中占据绝对主导。",price_volume_factors
Price-Volume,SUMP20,False,,,0.0078,0,3,,"【核心含义】
正收益绝对值占比 (Sum Positive)：过去20天中所有正收益之和占总绝对收益的比例。反映多头拉升的绝对力量（类似RSI的核心思想）。

【运行原理】
多头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出上涨交易日（今日收盘>昨日收盘）的上涨绝对点数；
多头动能累加：将这N天内的所有上涨点数进行求和；
基准归一化：将多头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
多方势能评估：结果在0到1之间，本质上是经典的相对强弱指标(RSI)的计算内核，反映多头在整体波动中的支配地位。",price_volume_factors
Price-Volume,CNTD5,False,,,0.0077,0,3,,"【核心含义】
涨跌天数差值 (Count Difference)：过去5天中上涨天数与下跌天数占比的差值。直接反映多空天数力量对比。

【运行原理】
涨跌识别：逐日对比过去N天的收盘价与前一交易日收盘价，分别标记为上涨日和下跌日；
频率统计：在设定窗口内，分别计算上涨日出现的平均概率（多头占比）和下跌日出现的平均概率（空头占比）；
净胜计算：将上涨概率减去下跌概率，得出多空双方在此区间的“净胜频次占比”；
特征输出：正值说明多头占优，负值说明空头占优，每日随着窗口前移而动态更新。",price_volume_factors
Price-Volume,SUMD5,False,,,0.0068,0,3,,"【核心含义】
多空收益差占比 (Sum Difference)：过去5天中多头与空头收益绝对量之和的差值占比。反映区间内多空绝对力量的净差。

【运行原理】
涨跌拆解：在N天窗口内，计算每一天的价格变化绝对值，并区分出上涨日的变化量总和与下跌日的变化量总和；
多空轧差：将上涨总和减去下跌总和，得到多空双方博弈后的“净动能”；
基准归一化：将净动能除以这N天内所有价格变化绝对值的总和；
净势能输出：结果在-1到1之间，类似于 RSI 的变体，正值代表多头主导的上涨趋势，负值代表空头主导的下跌趋势。",price_volume_factors
Price-Volume,SUMP10,False,,,0.0067,0,3,,"【核心含义】
正收益绝对值占比 (Sum Positive)：过去10天中所有正收益之和占总绝对收益的比例。反映多头拉升的绝对力量（类似RSI的核心思想）。

【运行原理】
多头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出上涨交易日（今日收盘>昨日收盘）的上涨绝对点数；
多头动能累加：将这N天内的所有上涨点数进行求和；
基准归一化：将多头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
多方势能评估：结果在0到1之间，本质上是经典的相对强弱指标(RSI)的计算内核，反映多头在整体波动中的支配地位。",price_volume_factors
Price-Volume,Alpha18,False,,,0.0064,0,3,,"【原始公式】
CLOSE/DELAY(CLOSE,5)

【核心含义】
国泰君安191因子体系中的 Alpha18 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,SUMN20,False,,,0.0063,0,3,,"【核心含义】
负收益绝对值占比 (Sum Negative)：过去20天中所有负收益之和占总绝对收益的比例。反映空头砸盘的绝对力量。

【运行原理】
空头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出下跌交易日（今日收盘<昨日收盘）的下跌绝对点数；
空头动能累加：将这N天内的所有下跌点数进行求和；
基准归一化：将空头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
空方势能评估：结果在0到1之间，数值越大说明区间内空头杀跌的力度在总波动中占据绝对主导。",price_volume_factors
Price-Volume,Alpha19,False,,,0.0062,0,3,,"【原始公式】
(CLOSE<DELAY(CLOSE,5)?(CLOSE-DELAY(CLOSE,5))/DELAY(CLOSE,5):(CLOSE=DELAY(CLOSE,5)?0:(CLOSE-DELAY(CLOSE,5))/CLOSE))

【核心含义】
国泰君安191因子体系中的 Alpha19 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,Alpha66,False,,,0.0059,0,3,,"【原始公式】
(CLOSE-MEAN(CLOSE,6))/MEAN(CLOSE,6)*100

【核心含义】
国泰君安191因子体系中的 Alpha66 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,QTLU5,False,,,0.0056,0,3,,"【核心含义】
区间上分位数 (Quantile Up)：过去5天价格的80%分位数相对当前价格的比值。类似布林带上轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
高位分位提取：提取位于 80% 分位点(0.8)的收盘价，作为该区间的“稳健压力位”（剔除了极端的单日最高价干扰）；
归一化处理：将该80%分位价格除以当前的最新收盘价；
上行阻力评估：衡量当前价格距离近期筹码高位密集区的距离，评估向上突破需要克服的阻力大小。",price_volume_factors
Price-Volume,OPEN0,False,,,0.0053,0,3,,"【核心含义】
相对收盘的开盘价：衡量今日开盘价相对于最新收盘价的位置，反映隔夜跳空与日内波动的综合结果。

【运行原理】
数据截取：获取当前单个交易日的开盘价(open)和收盘价(close)；
相对换算：将开盘价直接除以收盘价；
日内演变：若大于1，说明高开低走（收阴）；若小于1，说明低开高走（收阳）。该值直观呈现了日内交易时段价格的整体漂移方向。",price_volume_factors
Price-Volume,VMA20,False,,,0.0049,0,3,,"【核心含义】
成交量移动平均 (Volume MA)：过去20天的成交量移动平均相对当前成交量的比值。反映成交量的近期均值回归状态。

【运行原理】
成交量聚合：在设定的N天时间窗口内，收集每一天的成交量(volume)；
均量计算：对窗口内的所有成交量求简单算术平均数(Mean)，得到该周期的平均换手水平；
放缩量换算：将计算出的移动平均成交量除以当前的最新成交量（分母加极小值防报错）；
量能异动评估：结果若远小于1，说明当日剧烈放量；若大于1，说明当日缩量。用于判断当前交投活跃度相较于历史均值的异动情况。",price_volume_factors
Price-Volume,VSUMP10,False,,,0.0036,0,3,,"【核心含义】
放量绝对值占比 (Volume Sum Positive)：过去10天中成交量增加部分的绝对量占比。

【运行原理】
追涨量剥离：在N天窗口内，专门筛选出股价上涨当天的成交量变化量；
多头量能累加：将符合条件的追涨量能进行加总；
总基准归一化：将总的多头量能除以这N天内所有的成交量绝对变化之和；
资金抢筹评估：数值越大，说明该区间内的波动主要由资金积极入场抢筹的放量上涨所主导，是判断底部建仓或主升浪的重要依据。",price_volume_factors
Price-Volume,SUMD10,False,,,0.0029,0,3,,"【核心含义】
多空收益差占比 (Sum Difference)：过去10天中多头与空头收益绝对量之和的差值占比。反映区间内多空绝对力量的净差。

【运行原理】
涨跌拆解：在N天窗口内，计算每一天的价格变化绝对值，并区分出上涨日的变化量总和与下跌日的变化量总和；
多空轧差：将上涨总和减去下跌总和，得到多空双方博弈后的“净动能”；
基准归一化：将净动能除以这N天内所有价格变化绝对值的总和；
净势能输出：结果在-1到1之间，类似于 RSI 的变体，正值代表多头主导的上涨趋势，负值代表空头主导的下跌趋势。",price_volume_factors
Price-Volume,VSUMN5,False,,,0.0029,0,3,,"【核心含义】
缩量绝对值占比 (Volume Sum Negative)：过去5天中成交量减少部分的绝对量占比。

【运行原理】
杀跌量剥离：在N天窗口内，专门筛选出股价下跌当天的成交量变化量（若比前一日缩量则取差值，具体视公式而定）；
空头量能累加：将符合条件的下跌量能进行加总；
总基准归一化：将总的空头量能除以这N天内所有的成交量绝对变化之和；
恐慌抛盘评估：数值越大，说明该区间内的波动主要由恐慌性的放量杀跌所主导。",price_volume_factors
Price-Volume,VSUMD30,False,,,0.0029,0,3,,"【核心含义】
放缩量净差占比 (Volume Sum Difference)：过去30天成交量增加与减少部分的净差占比。

【运行原理】
量能多空拆解：在N天窗口内，根据当日股价的涨跌，将成交量变化拆分为“伴随上涨的增量”与“伴随下跌的增量”；
量能轧差：计算上涨增量总和与下跌增量总和的差值，得到资金追涨杀跌的“净量能”；
总基准归一化：将净量能除以这N天内所有成交量绝对变化的整体和；
资金净推力：正值代表放量上涨的良性推力，负值代表放量下跌的恶性砸盘，用于甄别资金的真实意图。",price_volume_factors
Price-Volume,Alpha34,False,,,0.0027,0,3,,"【原始公式】
MEAN(CLOSE,12)/CLOSE

【核心含义】
国泰君安191因子体系中的 Alpha34 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,VSUMP20,False,,,0.0022,0,3,,"【核心含义】
放量绝对值占比 (Volume Sum Positive)：过去20天中成交量增加部分的绝对量占比。

【运行原理】
追涨量剥离：在N天窗口内，专门筛选出股价上涨当天的成交量变化量；
多头量能累加：将符合条件的追涨量能进行加总；
总基准归一化：将总的多头量能除以这N天内所有的成交量绝对变化之和；
资金抢筹评估：数值越大，说明该区间内的波动主要由资金积极入场抢筹的放量上涨所主导，是判断底部建仓或主升浪的重要依据。",price_volume_factors
Price-Volume,VSUMD20,False,,,0.0016,0,3,,"【核心含义】
放缩量净差占比 (Volume Sum Difference)：过去20天成交量增加与减少部分的净差占比。

【运行原理】
量能多空拆解：在N天窗口内，根据当日股价的涨跌，将成交量变化拆分为“伴随上涨的增量”与“伴随下跌的增量”；
量能轧差：计算上涨增量总和与下跌增量总和的差值，得到资金追涨杀跌的“净量能”；
总基准归一化：将净量能除以这N天内所有成交量绝对变化的整体和；
资金净推力：正值代表放量上涨的良性推力，负值代表放量下跌的恶性砸盘，用于甄别资金的真实意图。",price_volume_factors
Price-Volume,VSUMP5,False,,,0.0015,0,3,,"【核心含义】
放量绝对值占比 (Volume Sum Positive)：过去5天中成交量增加部分的绝对量占比。

【运行原理】
追涨量剥离：在N天窗口内，专门筛选出股价上涨当天的成交量变化量；
多头量能累加：将符合条件的追涨量能进行加总；
总基准归一化：将总的多头量能除以这N天内所有的成交量绝对变化之和；
资金抢筹评估：数值越大，说明该区间内的波动主要由资金积极入场抢筹的放量上涨所主导，是判断底部建仓或主升浪的重要依据。",price_volume_factors
Price-Volume,VSUMD5,False,,,0.0,0,3,,"【核心含义】
放缩量净差占比 (Volume Sum Difference)：过去5天成交量增加与减少部分的净差占比。

【运行原理】
量能多空拆解：在N天窗口内，根据当日股价的涨跌，将成交量变化拆分为“伴随上涨的增量”与“伴随下跌的增量”；
量能轧差：计算上涨增量总和与下跌增量总和的差值，得到资金追涨杀跌的“净量能”；
总基准归一化：将净量能除以这N天内所有成交量绝对变化的整体和；
资金净推力：正值代表放量上涨的良性推力，负值代表放量下跌的恶性砸盘，用于甄别资金的真实意图。",price_volume_factors
Quality,roa_ttm,False,,,0.3886,1,3,Window_2023,总资产收益率（TTM）。剔除财务杠杆影响，更贴合企业真实盈利。,quality_factors
Quality,roe_ttm,False,,,0.3661,2,3,Window_2023,净资产收益率（TTM）。反映股东权益的盈利效率，值越高盈利能力越强。,quality_factors
Quality,inv_turn,False,,,0.3089,1,3,Window_2023,存货周转率。反映企业存货管理的效率，数值越高说明存货变现速度越快。,quality_factors
Quality,grossprofit_margin,False,,,0.3082,1,3,Window_2023,销售毛利率（TTM）。反映企业产品的核心盈利空间，值越高产品竞争力越强。,quality_factors
Quality,current_ratio,False,,,0.307,1,3,Window_2023,流动比率。反映企业短期偿债能力和资金周转状况。,quality_factors
Quality,netprofit_margin,False,,,0.2883,2,3,Window_2023,销售净利率（TTM）。反映企业每 1 元营收的净利润，综合体现成本、费用控制能力。,quality_factors
Quality,ocf_to_netprofit,False,,,0.2828,0,3,,盈利现金流含量。n_cashflow_act(cashflow_statement) / n_income_attr_p(income_statement),quality_factors
Quality,debt_to_assets,False,,,0.23,1,3,Window_2023,资产负债率。反映企业的财务杠杆和长期偿债风险。,quality_factors
Quality,q_profit_yoy,False,,,0.0,0,3,,扣非净利润同比。ClickHouse 无此列，Qlib 数据缓存不完整，暂时无法生成。,quality_factors
Reversal,VOL_REV,True,1.0,1.0,0.643,3,3,Window_2023,过去60日收益率标准差取负，捕捉波动率反转效应,reversal_momentum_factors
Reversal,EXTREME_REV,False,,,0.471,0,3,,当日涨跌幅超过9.5%时取反，否则为0,reversal_momentum_factors
Reversal,STR_20d,False,,,0.3646,1,3,Window_2023,过去20个交易日收益率取负，捕捉短期反转效应,reversal_momentum_factors
Reversal,short_reversal,False,,,0.2445,0,3,,5日收益率。周频核心反转因子，通常与下周收益呈负相关（跌得多的容易反弹）。,price_volume_factors
Reversal,LTR_12m,False,,,0.2151,0,3,,过去1年收益率取负（跳过最近20天），捕捉长期反转效应,reversal_momentum_factors
Reversal,STR_5d,False,,,0.1785,0,3,,过去5个交易日收益率取负，捕捉超短期反转效应,reversal_momentum_factors
Size & Liquidity,illiquidity_amihud,False,1.0,1.0,0.6016,2,3,Window_2024,Amihud 非流动性指标,style_factors
Size & Liquidity,total_mv_log,True,-1.0,1.0,0.5646,3,3,Window_2023,总市值对数（负向）,style_factors
Size & Liquidity,volume_surge,False,,,0.4924,1,3,Window_2023,5日均量除以60日均量。捕捉近期资金温和活跃的标的，避免买入死水股。,price_volume_factors
Size & Liquidity,turnover_rate_1m,False,,,0.2619,0,3,,过去20个交易日换手率均值。,style_factors
Size & Liquidity,circ_mv,False,,,0.0,0,3,,流通市值的自然对数。反映公司的体量大小。,style_factors
Value,pe_ttm,False,,,0.6191,1,3,,市盈率（TTM）。反映股价相对盈利的溢价，值越低估值越低。,style_factors
Value,pb_lf,False,,,0.4882,0,3,,市净率（LF）。反映股价相对最新净资产的溢价。,style_factors
Value,ps_ttm,False,,,0.446,0,3,,市销率（TTM）。反映股价相对营收的溢价。,style_factors
Value,dv_ttm,False,,,0.2487,0,3,,股息率（TTM）。反映股票的现金回报能力。,style_factors
Volatility & Risk,volatility_1m,True,-1.0,1.0,0.6021,2,3,Window_2023,过去20个交易日的日收益率标准差。低波动率异象：A股中历史波动率低的股票，未来收益往往更高且回撤小。,risk_factors
Volatility & Risk,shareholder_change,True,-1.0,1.0,0.4276,2,3,Window_2023,股东人数变化。需 forward-fill 后做 LAG，走 Qlib 兜底。,risk_factors
Volatility & Risk,beta,False,,,0.2998,0,3,,Beta系数。DuckDB 滚动60日协方差回归计算。,risk_factors
Volatility & Risk,pledge_ratio,False,,,0.2688,0,3,,质押比例,risk_factors
